ALink,SName,SLink,Lyric,Idiom
/ac-dc/,For Those About to Rock (We Salute You),/ac-dc/for-those-about-to-rock-we-salute-you.html,"We roll tonight [We're on tonight]. To the guitar bite. Yeah, yeah, oh. Stand up and be counted. For what you are about to receive. We are the dealers. We'll give you everything you need. Hail hail to the good times. 'Cause rock has got the right of way. We ain't no legend, ain't no cause. We're just livin' for today. For those about to rock, we salute you. For those about to rock, we salute you. We rock at dawn on the front line. Like a bolt right out of the blue. The sky's alight with the guitar bite. Heads will roll and rock tonight. For those about to rock, we salute you. For those about to rock, we salute you. For those about to rock, we salute you. Yes we do. For those about to rock, we salute you. Oooh, we salute!. Oooh, ooooh yeah. We're just a battery for hire with a guitar fire. Ready and aimed at you. Pick up your balls and load up your cannon. For a twenty-one gun salute. For those about to rock - fire. We salute you. For those about to rock, we salute you. Those about to rock - fire. We salute you. Fire. We salute you. We salute you. Come on, whooa. For those about to rock, we salute you. For those about to rock, we salute you. For those about to rock, we salute you. For those about to rock, we salute you. Shoot, shoot. Shoot, shoot. For those of you, for those who rock. Yeah. (Ain't gonna get tired, won't take a break, we salute you.). We salute you. We salute you. We salute you. Fire",ENGLISH
/ac-dc/,Get It Hot,/ac-dc/get-it-hot.html,"Going out on the town. Just a me and you. Gonna have ourselves a party. Just like we use to do. Nobody's playing Manilow. Nobody's playing soul. And no one's playing hard to get. Just a good old rock 'n' roll. Get it hot, get it hot. Come on baby, get it hot. Get it hot, get it hot. Alright. Moving down the motorway. Got a whole lotta booze. Got myself a sweet little (mother). Whose got nothing to lose. Gonna bend you like a G string. Enough to light my fire. (conduct you like a choir). So get your body in the right place. We'll set the world on fire",ENGLISH
/ac-dc/,Get It Out,/ac-dc/get-it-out.html,"Going out on the town. Just a me and you. Gonna have ourselves a party. Just like we use to do. Nobody's playing manilow. Nobody's playing soul. And no one's playing hard to get. Just a good old rock 'n' roll. Chorus:. Get it hot, get it hot. Come on baby, get it hot. Get it hot, get it hot. Alright. Moving down the motorway. Got a whole lotta booze. Got myself a sweet little (mother). Whose got nothing to lose. Gonna bend you like a g string. Enough to light my fire (?). So get your body in the right place. We'll set the world on fire. Chorus",ENGLISH
/ac-dc/,Gimme A Bullet,/ac-dc/gimme-a-bullet.html,She had the word. Had the way. The way of letting me know. She knew the game. Called the play. Oh she hit me low. She said now you go your way. And I'll go mine. And that's a start. Doctor doctor. Ain't no cure. For the pain in my heart. Chorus:. Gimme a bullet to bite on. Something to chew. Gimme a bullet to bite on. And I'll make believe. I'll make believe it's you. Don't need no drink. Don't need no drug. Don't need no sympathy. Sooner or later. Send me a bill. For what she's doin to me. I'll call right up. Long distance lips. On the telephone. Come tomorrow. Come to grips. With me all alone. Chorus. A bullet to bite on. Gimme a bullet to bite on. Cmon now. Yeah yeah bullet to bite. Bullet to chew. I'll make believe it's you. I'll make believe it's you. Gimme a bullet to bite on. You're a bullet baby. I wanna bullet to bite on.,ENGLISH
/ac-dc/,Girls Got Rhythm,/ac-dc/girls-got-rhythm.html,I've been around the world. I've seen a million girls. Ain't one of them got. What my lady she's got. She steals the spotlight. Knocks me off my feet. She's enough to start a landslide. Just a walking down the street. Wearing dresses so tight. And looking dynamite. Enough to blow me out. No doubt about it can't live without it. CHORUS:. The girl's got rhythm. The girl's got rhythm. She's got the backseat rhythm. The girl's got rhythm. She's like a lethal brand. Too much for any man. She gives me first degree. She really satisfies me. Love me till I'm legless. Aching and sore. Enough to stop a freight train. Or start the Third World War. You know I'm losing sleep. I'm in too deep. And my body needs love. No doubt about it can't live without it. You know she moves like sin. And when she lets me in. It's like liquid love. No doubt about it can't live without it. You know she really got the rhythm. She's got the backseat rhythm. Rock 'n' roll rhythm. The girl's got rhythm,ENGLISH
/ac-dc/,Give It Up,/ac-dc/give-it-up.html,"Oh yeah. Well there be no words of fighting around here. 'Cause nothin' don't matter 'cause it ain't clear. Well it could be on a Monday. Or it could be even Sunday. So if you can't stand the distance. You better disappear. Do I make myself clear. I'm ready to rock I'm gonna rip it. Ready to rock yeah I'm gonna stick it. Give it up give it out. Whip it up all about. Stick it up shout it loud. Come on, give it up, give it up. Give it up, give it up, yeah. Well there's a big storm a howlin' around here. And there be no wine no sinnin' and no beer. I'm gonna aim to fire a rocket. There ain't no damn way to stop it. I got a sure fire bullet. To get you outta here. I said do I make myself clear. I'm ready to rock yeah I'm gonna rip it. Ready to rock yeah I'm gonna stick it. Give it up give it out. I said whip it up all about. You gotta stick it up shout it loud. Come on, give it up, give it up. Give it up, give it up. I'm going crazy on a wild man's night. Take your pick of anything you like. Give it up. Give it up. I'm sitting pretty on the ready to bite. She givin' up a bit of cream delight. Give it up. Give it up. Give it up. Give it up. Give it up give it out. Whip it up all about. You gotta stick it up shout it loud. Give it up all around (givin' it up). Give it up, give it up, give it up (givin' it up). Whippin' it in, whippin' it out (givin' it up). Stick it up, stick it up, stick 'em down (givin' it up). Give it up all around. Give it up, give it up. Give it up, give it up. Givin' it up, stickin' it up. Givin' it up, givin' it up. Give it up. Do I make myself clear?",ENGLISH
/ac-dc/,Givin' The Dog A Bone,/ac-dc/givin-the-dog-a-bone.html,She takes you down easy. Going down to her knees. Going down to the devil. Down down to ninety degrees. She's blowing me crazy. Till my ammunition is dry. She's using her head again. She's using her head. She's using her head again. I'm just giving the dog a bone. She's no Mona Lisa. She's no Playboy star. But she'll send you to heaven. Then explode you to Mars. She's using her head again. She's using her head. She's using her head again. I'm just giving the dog a bone. She got the power of union. She only hits when it's hot. And if she likes what you're doing. She'll give you a lot. (Given everything she got). I've just given the dog a bone,ENGLISH
/ac-dc/,Go Down,/ac-dc/go-down.html,"One two three.... Ruby, Ruby, where you been so long. Done took to drinkin' whiskey. Baby since you been gone. Ain't no one I know do it as good as you. Lickin' on that lickin' stick the way you do. You got the lips to make a strong man weak. And a heathen pray. Tell you ain't just the way you speak. You know it's just the way you go down. Go down, go down, go down, go down. Go down, go down, go down, go down. Mary, Mary, you're the one for me. And the way you hum. Sting me like a bumble bee Bzzzz. I'll be around to see you 'bout, 'bout half past ten. Ain't felt this good. Since I don't know when. You got the touch that I need so much. In your finger tips. I got the honey that you love to taste. On those lovely lips. So go down. Go down, go down, go down, baby, go down. Go down, go down, go down, go down. Ooh, baby, rub it on. Y'know it's sticky and sweet. And it's been so long. And no else got a touch like you. I let you do things to me. I let no other woman do. Oh feels good, ah feels good, oh yeah. You do it like you should, ah, aaahhhh. Oh yeah yeah. I loved you so much. Make me so glad I'm a man. Go down, go down, go down, go down. Go down, go down, go down, go down. Go down, go down, go down, go down. Go down, go down, go down, go down....",ENGLISH
/ac-dc/,Go Zone,/ac-dc/go-zone.html,"(a. young m. young b. johnson). Want some relaxation need to get some r n r. That's rest and recreation. Don't need no vacation i don't have to go that far. I got better things to do with my money. Don't need no private eye forget the fbi. Cos when the beaver sing let me out i'm closin' in. To the go zone, ready to fly. In the go zone, standin' up high. In the go zone, down on the block. In the go zone, ready to rock. Down, down ,down, down, down, down, down in the go zone. Gotta have my candy gotta have my sugar sweet. I wanna give you a treat. Givin' you directions you don't have to use your feet. Were on the same street baby. You gotta travel south south of my hungry mouth. An' there you'll find a friend until the bitter end. To the go zone, ready to fly. In the go zone, standin' up high. In the go zone, down on the block. In the go zone, ready to rock. Down, down ,down, down, down, down, down in the go zone. What you gonna find down there. Ain't no red light to stop you. Get yourself a ticket. To the go zone, ready to fly. In the go zone, standin' up high. In the go zone, down on the block. In the go zone, ready to rock. In the go zone, ready to fly. In the go zone, standin' up high. In the go zone, down on the block. In the go zone, ready to rock. Down, down, down, down, down, down, down, down. In the go zone",ENGLISH
/ac-dc/,Gone Shootin,/ac-dc/gone-shootin.html,"Feel the pressure rise, hear the whistle blow. Found a ticket of a roller chord that I don't know. Packed your heart in a travelling bag and never said bye bye. Something missing in the neighbourhood. All the crying eyes. (Do a favourite tune?). Gone shootin'. My baby's gone shootin'. Rub the soap around like a second skin. Backed a favourite nag but she could never win. I took your number in another town, she took another pill. She was running in overdrive, up until my overkill. She never made it past the bedroom door. What was she aiming for?. Gone shootin'. She's gone, gone gone gone. Gone shootin'. My baby's gone shootin'. I'm gonna have to get a gun. Look out, look out. She sure is loaded. I used to love her so",ENGLISH
